Character,Move Name,Alt Names,Guard,Properties,Damage,Meter,On Hit,On Block,Startup,Active,Recovery,Hitstun,Blockstun,Hitstop,On Pushblock,Footer,Thumbnail URL,Footer URL
BLACK DAHLIA,SPECIAL ATTACK 5,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,SPECIAL ATTACK 6,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,SPECIAL ATTACK 7,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,SPECIAL ATTACK 8,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,SPECIAL ATTACK 9,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,SPECIAL ATTACK 10,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,LEVEL 1 SUPER,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,LEVEL 1 SUPER 2,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,LEVEL 3 SUPER,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,SOME OTHER SUPER MAYBE,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,TAUNT,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
BLACK DAHLIA,ASSIST RECOVERY,,-,-,-,-,-,-,-,-,-,-,-,-,-,"- Black Dahlia's frame data will not be supported until after her full release, sorry!",https://wiki.gbl.gg/images/6/67/SG_dhl_select.jpg,-
CEREBELLA,5LP,MACRO_5LP,Mid,Chains Into Self,300,2.50%,-3,±0,6,2,18,16,19,7,7,"- Can chain into 2LP instead of 5LP x2.
- Tied for Cerebella's fastest normal with 2LP.",https://wiki.gbl.gg/images/3/38/SG_cer_slp_hb.png,https://wiki.gbl.gg/images/2/25/SG_cer_slp1_fd.png
CEREBELLA,5LP X2,MACRO_5LP_2ND,Mid,-,300,2.50%,±0,3,6,2,15,16,19,7,10,,https://wiki.gbl.gg/images/3/38/SG_cer_slp_hb.png,https://wiki.gbl.gg/images/9/90/SG_cer_slp2_fd.png
CEREBELLA,5MP,MACRO_5MP,Mid,-,600,7.50%,Stagger (+44 / +59 CH) OR +2,5,12,3,18,22,25,9,6,"- Staggers a grounded opponent if it hasn't been chained into.
- Crossup hitbox",https://wiki.gbl.gg/images/7/72/SG_cer_smp_hb.png,https://wiki.gbl.gg/images/3/30/SG_cer_smp_fd.png
CEREBELLA,5HP,MACRO_5HP,Mid,-,1000,10%,"+1
 KD (vs air)",-10,17,3,26,29,18,11,-2,"- Causes knockdown on air hit
- Gives the opponent significant downwards momentum when air blocked.
- Combos into Level 3 (214PP)",https://wiki.gbl.gg/images/f/f8/SG_cer_shp_hb.png,https://wiki.gbl.gg/images/a/ac/SG_cer_shp_fd.png
CEREBELLA,5LK,MACRO_5LK,Mid,-,400,2.50%,5,2,9,2,14,20,17 (19 vs air),7,11,"- Moves Cerebella backwards during startup, then forwards past her original position.",https://wiki.gbl.gg/images/1/11/SG_cer_slk_hb.png,https://wiki.gbl.gg/images/6/63/SG_cer_slk_fd.png
CEREBELLA,5MK,MACRO_5MK,Mid,-,600,7.50%,2,5,11,2,23,26,29,9,2,- High profile hurtbox,https://wiki.gbl.gg/images/2/27/SG_cer_smk_hb.png,https://wiki.gbl.gg/images/2/2a/SG_cer_smk_fd.png
CEREBELLA,5HK,MACRO_5HK,High (2nd hit),-,"600, 700",10% x2,3,-2,15,"3, (20), 4",20,"25, 26","26, 21","10, 12",-20/3,"- The first hit pops the opponent into the air.
- Moves Cerebella forward
- High profile hurtbox
- Builds a ton of meter for a normal, twice the normal amount.",https://wiki.gbl.gg/images/thumb/6/6d/SG_cer_shk_hb.png/393px-SG_cer_shk_hb.png,https://wiki.gbl.gg/images/7/7d/SG_cer_shk_fd.png
CEREBELLA,2LP,MACRO_2LP,Mid,-,250,2.50%,2,5,6,2,13,16,19,7,12,"- Tied for Cerebella's fastest normal with 5LP, but has more range.",https://wiki.gbl.gg/images/1/1c/SG_cer_clp_hb.png,https://wiki.gbl.gg/images/d/d3/SG_cer_clp_fd.png
CEREBELLA,2MP,MACRO_2MP,Mid,-,550,7.50%,-1,-9,14,6,21,25,17,10,0,"- Moves Cerebella forward. Preferred kara button to extend range of command throws, and for punishes at further range.
- Unable to crossup opponents not already in hitstun.",https://wiki.gbl.gg/images/c/c8/SG_cer_cmp_hb.png,https://wiki.gbl.gg/images/7/79/SG_cer_cmp_fd.png
CEREBELLA,2HP,MACRO_2HP,Mid,Launcher,950,10%,-1,-14,14,3,30,31,18,12,-6,,https://wiki.gbl.gg/images/5/5e/SG_cer_chp_hb.png,https://wiki.gbl.gg/images/7/78/SG_cer_chp_fd.png
CEREBELLA,2LK,MACRO_2LK,Low,-,325,2.50%,3,6,8,3,10,15,18,7,14,,https://wiki.gbl.gg/images/6/6d/SG_cer_clk_hb.png,https://wiki.gbl.gg/images/9/92/SG_cer_clk_fd.png
CEREBELLA,2MK,MACRO_2MK,Mid,Launcher,550,7.50%,4,-8,11,2,24,29,17,9,1,- Launches the opponent to a lower height than 2HP.,https://wiki.gbl.gg/images/b/b9/SG_cer_cmk_hb.png,https://wiki.gbl.gg/images/c/cb/SG_cer_cmk_fd.png
CEREBELLA,2HK,"MACRO_2HK
SWEEP",Low,Sweep,1100,10%,Soft KD (Invuln.),±0,18,2,16,14,17,10,9,"- Low profile hurtbox
- Even frame advantage on block, unusual for a sweep. Runstop canceling this move does not change its frame advantage.",https://wiki.gbl.gg/images/2/2c/SG_cer_chk_hb.png,https://wiki.gbl.gg/images/e/ed/SG_cer_chk_fd.png
CEREBELLA,JLP,MACRO_JLP,Mid,Chains Into Self,250,2.50%,-21,-4,6,2,37,17,20,7,2,"- Tied for fastest air normal in the game.
- Press jLP again to chain into jLP xN
- See top hitbox",https://wiki.gbl.gg/images/8/8d/SG_cer_jlp_hb.png,https://wiki.gbl.gg/images/4/4d/SG_cer_jlp1_fd.png
CEREBELLA,JLP XN,"AIR JABx2
JUMP JABx2
J.LPx2
J.LPXN
JLPXN
AIR JAB(2)
JUMP JAB(2)
J.LP(2)",Mid,Chains Into Self,"250, 100, 100…",2.5%...,-12,-4,1,"2, (3), 2, (3)...",28,17…,20…,"7, 5, 5, 5…",~ 1/-1?,"- Follow up move from jLP that can be done an indefinite number of times.
- Chaining the same move into itself can't trigger IPS if the first hit does not trigger IPS.
- See bottom two hitboxes",https://wiki.gbl.gg/images/8/8d/SG_cer_jlp_hb.png,https://wiki.gbl.gg/images/7/7a/SG_cer_jlp2_fd.png
CEREBELLA,JMP,"MACRO_JMP
BIG SLAPPY
SLAPPY",High,-,575,7.50%,"+10
KD (vs air, chained into)",4,14,3,17,31 (29 vs air),23,11,7,- Chaining into this move will cause a knockdown on air hit.,https://wiki.gbl.gg/images/6/6d/SG_cer_jmp_hb.png,https://wiki.gbl.gg/images/9/9b/SG_cer_jmp_fd.png
CEREBELLA,JHP,"MACRO_JHP
CLAP
CLAPPY",Mid,-,950,7.50%,KD (vs air),4,"7, (35), 8",3,15,34,37,11,9,"- Alters Cerebella's air momentum.
- Hold j[HP] to glide, then release to perform jHP. See ""j[HP]""
- Instant jHP on hit after landing: ~+12
- Instant jHP on block after landing: ~+15",https://wiki.gbl.gg/images/c/cb/SG_cer_jhp_hb.png,https://wiki.gbl.gg/images/3/3e/SG_cer_jhp_fd.png
CEREBELLA,J[HP],"GLIDE
jHP HOLD
j.HP HOLD",-,-,-,-,-,-,"7, (35)",-,12,-,-,-,-,"- Hold j[HP] to glide. Release HP during a glide to perform jHP. If held until the end, Cerebella won't perform jHP.
- The glide can be canceled into j2MP or Grab Bag (j236LP+LK)
- Only one glide can be performed per jump and it can't be used after a double jump.",https://wiki.gbl.gg/images/thumb/f/f7/SG_cer_jhp.png/326px-SG_cer_jhp.png,https://wiki.gbl.gg/images/8/80/SG_cer_jhpglide_fd.png
CEREBELLA,JLK,MACRO_JLK,High,-,300,2.50%,2,5,7,4,12,17,20,7,11,- Crossup hitbox,https://wiki.gbl.gg/images/6/6a/SG_cer_jlk_hb.png,https://wiki.gbl.gg/images/2/24/SG_cer_jlk_fd.png
CEREBELLA,JMK,MACRO_JMK,High,-,650,7.50%,1,4,14,11,8,19,22,10,8,,https://wiki.gbl.gg/images/5/5b/SG_cer_jmk_hb.png,https://wiki.gbl.gg/images/a/ad/SG_cer_jmk_fd.png
CEREBELLA,JHK,MACRO_JHK,High,-,950,10%,KD (vs air),+6,13,10,16,28,31,11,7,"- Causes knockdown on air hit.
- Gives the opponent significant downwards momentum when air blocked.",https://wiki.gbl.gg/images/c/ce/SG_cer_jhk_hb.png,https://wiki.gbl.gg/images/4/4e/SG_cer_jhk_fd.png
CEREBELLA,6HP,"6.HP
fHP
f.HP
TITAN KNUCKLE",Mid,-,1600,10%,Sliding KD,-5,21,3,22,26,19,14,2,- Hurtbox lingers after active frames.,https://wiki.gbl.gg/images/4/4d/SG_cer_fhp_hb.png,https://wiki.gbl.gg/images/c/cb/SG_cer_fhp_fd.png
CEREBELLA,J2MP,"ELBOW
PEOPLE'S ELBOW
PEOPLES ELBOW
THE PEOPLE'S ELBOW
THE PEOPLES ELBOW
J2.MP
J.2.MP
J.2MP
JDMP
JD.MP
J.D.MP
J.DMP",High,-,800,7.50%,KD,-16 (-2 IOH),11*,"until ground, 4",17,24,22,12,-6,"- Alters Cerebella's air momentum downwards.
- Crossup hitbox
- Has a minimum of 4 active frames, which occur when Cerebella hits the ground. This applies even when the button is pressed very low to the ground.
- Instant j2MP startup is at least 17f. If done as soon as possible after jumping, this move gains 2 frames of startup, or 1f if done after 1f of jump animation.",https://wiki.gbl.gg/images/8/86/SG_cer_jdmp_hb.png,https://wiki.gbl.gg/images/b/b2/SG_cer_jdmp_fd.png
CEREBELLA,THROW,MACRO_THROW,Throw,50% Damage Scaling,1000,"5%, 10%%",KD,-,7,1,28,-,-,-,-,"- Moves Cerebella forward during startup. Because of this, the range is actually much better than the hitbox implies.",https://wiki.gbl.gg/images/9/90/SG_cer_throw_hb.png,https://wiki.gbl.gg/images/6/6d/SG_cer_throw_fd.png
CEREBELLA,AIR THROW,MACRO_AIR_THROW,Air Throw,50% Damage Scaling,"200 x3, 800","0%, 3% x3, 6%",KD,-,7,3,18,-,-,-,-,,https://wiki.gbl.gg/images/7/75/SG_cer_airthrow_hb.png,https://wiki.gbl.gg/images/8/82/SG_cer_airthrow_fd.png
CEREBELLA,TAG IN,MACRO_TAG,Mid,Tag,500,7.50%,Sliding KD *,-36,20,"(Until ground), 2",41,10,13,12,-24 ~ -19 (Varies on char height),"- Trajectory is angled slightly forward, giving this tag crossup potential.
- * Does not look visually similar to a sliding KD (the opponent won't slide across the floor), but behaves like one in the sense that it won't cause a blue bounce if you don't use OTG to combo.",https://wiki.gbl.gg/images/a/a1/SG_cer_tag_hb.png,https://wiki.gbl.gg/images/4/4a/SG_cer_tag_fd.png
CEREBELLA,SNAPBACK,MACRO_SNAPBACK,Mid,Snapback,0,-100%,-,-37,12 + 3,3,22,-,13,(9) 13,2,- Moves Cerebella backwards slightly. Use 2MP > 5HK(1) > Snapback to ensure it won't whiff in a combo.,https://wiki.gbl.gg/images/a/a2/SG_cer_snap_hb.png,https://wiki.gbl.gg/images/3/32/SG_cer_snap_fd.png
CEREBELLA,L LOCK N LOAD,"LNL L
LOCK N LOAD L
LOCK 'N' LOAD L
LOCK N' LOAD L
LOCK AND LOAD L
L LNL
L LOCK 'N' LOAD
L LOCK N' LOAD
L LOCK AND LOAD
MACRO_236LP",Mid,-,900 (100),"(2.5%), 13.8462%",1,-6,24,9,22,24,17,9,3,"- On hit, occasionally leaves behind Scribble Cat (a purely visual easter egg)",https://wiki.gbl.gg/images/a/a1/SG_cer_qcfp_hb.png,https://wiki.gbl.gg/images/7/75/SG_cer_qcflp_fd.png
CEREBELLA,M LOCK N LOAD,"LNL M
LOCK N LOAD M
LOCK 'N' LOAD M
LOCK N' LOAD M
LOCK AND LOAD M
M LNL
M LOCK 'N' LOAD
M LOCK N' LOAD
M LOCK AND LOAD
MACRO_236MP",Mid,Armor (1 hit),1150 (100),"(2.5%), 18%",3,-6,28,9,22,26,17,9,3,"- On hit, occasionally leaves behind Scribble Cat (a purely visual easter egg)",https://wiki.gbl.gg/images/a/a1/SG_cer_qcfp_hb.png,https://wiki.gbl.gg/images/d/d2/SG_cer_qcfmp_fd.png
CEREBELLA,H LOCK N LOAD,"LNL
LOCK N LOAD
LOCK 'N' LOAD
LOCK N' LOAD
LOCK AND LOAD
LNL H
LOCK N LOAD H
LOCK 'N' LOAD H
LOCK N' LOAD H
LOCK AND LOAD H
H LNL
H LOCK 'N' LOAD
H LOCK N' LOAD
H LOCK AND LOAD
MACRO_236HP
MACRO_236P",Mid,Armor (2 hits),1400 (100),"(2.5%), 18%",6,-6,36,9,22,29,17,9,3,"- Combos into Level 3 (214PP)
- On hit, occasionally leaves behind Scribble Cat (a purely visual easter egg)",https://wiki.gbl.gg/images/a/a1/SG_cer_qcfp_hb.png,https://wiki.gbl.gg/images/4/40/SG_cer_qcfhp_fd.png
CEREBELLA,DEFLECTOR,"FLICK
DEFLECT
REFLECTOR
REFLECT
DEFLECT STARTUP
REFLECTOR STARTUP
REFLECT STARTUP",-,-,-,2.50%,-,-,22,-,21,-,-,-,-,"- When any projectile that comes in contact with Cerebella during this move, it's reflected back as its own gem projectile that travels horizontally and absorbs all other projectiles in its way.
- Window for reflection is 22f total, beginning with the first frame of start up.
- See also ""Deflector (Success)""",https://wiki.gbl.gg/images/1/14/SG_cer_dplp_hb.png,https://wiki.gbl.gg/images/c/ca/SG_cer_dplp_fd.png
CEREBELLA,DEFLECTOR (SUCCESS),"FLICK HIT
DEFLECT HIT
REFLECTOR HIT
REFLECT HIT
FLICK PROJECTILE
DEFLECT PROJECTILE
REFLECTOR PROJECTILE
REFLECT PROJECTILE
623LP
623+LP
DP LP
DP+LP
FLICK SUCCESS
DEFLECT SUCCESS
REFLECT SUCCESS
REFLECTOR SUCCESS
DEFLECTOR SUCCESS
FLICK SUCC
DEFLECT SUCC
REFLECT SUCC
REFLECTOR SUCC
DEFLECTOR SUCC",Mid,"85% Damage Scaling,
 Invuln. (Proj.),
 Projectile",300 (100),5.10%,Stagger,-,-,--,-,29,32,0 (8 on block),15,"- The gem from a successful deflect causes a stagger on hit, even against air opponents who will fall to the ground then enter stagger.
- Unlike other moves that cause stagger, hitting with multiple gems will not put the opponent in a regular hitstun; the stagger length is simply reset.
- Cerebella becomes invulnerable to projectiles during the recovery of a successful reflect.
- Reflecting a poison vial from Valentine will get rid of any previous poision effect.
- See also ""Deflector""",https://wiki.gbl.gg/images/3/38/SG_cer_dplp.png,https://wiki.gbl.gg/images/5/54/SG_cer_dplphit_fd.png
CEREBELLA,DEVIL HORNS,"HORNS
DH
623MP
623+MP
DP MP
DP+MP
DP",Mid,Invuln. (Full),1200 (100),"(2.5%), 13.84%",KD,-29,18,3,48,18,21,16,-24,"- Meterless reversal, but will only hit characters right next to or directly above Cerebella. 
- Significant super cancel window after active frames.",https://wiki.gbl.gg/images/3/3c/SG_cer_dpmp_hb.png,https://wiki.gbl.gg/images/e/e2/SG_cer_dpmp_fd.png
CEREBELLA,CERECOPTER,"COPTER
623HP
623+HP
DP HP
DP+HP",Mid,-,"275 x7, 500 (20 x7, 300)","(2.5%) 2.5% x7, 3.6%",KD,-18,19,"2, 4, 4, 4, 4, 4, 4, 4",34,"12 x7, 16","15 x7, 19","2 x7, 12",-49/-11,"- Crossup hitbox
- Moves Cerebella forward",https://wiki.gbl.gg/images/8/8d/SG_cer_dphp_hb.png,https://wiki.gbl.gg/images/6/61/SG_cer_dphp_fd.png
CEREBELLA,DIAMOND DROP,"DD
DDROP
D DROP
MACRO_236LPLK
COMMAND GRAB",Command Grab,"Invuln. (Throw),
 55% Damage Scaling","0, 2300","(2.5%) 5%, 8%",KD,-,4,3,26,-,-,-,-,- Equal fastest startup in the game for a meterless move (4f).,https://wiki.gbl.gg/images/5/57/SG_cer_qcfthrow_hb.png,https://wiki.gbl.gg/images/3/3f/SG_cer_qcfthrow_fd.png
CEREBELLA,MERRY GO RILLA,"MGR
MACRO_214LPLK
GRABBY",Command Grab,55% Damage Scaling,"0, 2300","(2.5%) 3%, 7%",KD,-,10,3,29,-,-,-,-,"- Whiffs at point blank except on Big Band and Beowulf.
- Input with 2MP~214LP+LK to extend the range.",https://wiki.gbl.gg/images/0/04/SG_cer_qcbthrow_hb.png,https://wiki.gbl.gg/images/3/3f/SG_cer_qcbthrow_fd.png
CEREBELLA,EXCELLABELLA,"EXCELLA
EXCELLE
EXCEL
AA THROW
ANTI AIR THROW
AA GRAB
ANTI AIR GRAB
MACRO_623LPLK
DPLKLP
DP+LPLK
623+LPLK
623LPLK
DPLPLK
DP+LKLP
623LKLP
623+LKLP
EXCE
EXCELLEBELLA
EXEL
EXCELL",Anti-Air Grab,50% Damage Scaling,"0, 150 x5, 900","(2.5%) 5%, 2% x5, 5.4%",KD,-13,10,2,33,-,21,N/A (11 on block),-8,"- Unblockable during the rising portion of the opponent's jump
- Builds significantly less meter when used for a second time in a combo.
- As assist: meter gain significantly reduced, 33% damage scaling.",https://wiki.gbl.gg/images/0/09/SG_cer_dpthrow_hb.png,https://wiki.gbl.gg/images/4/47/SG_cer_dpthrow_fd.png
CEREBELLA,GRAB BAG,"J236 THROW
J236+THROW
J236LP+LK
J236+LP+LK
J.236 THROW
J.236+THROW
J.236LP+LK
J.236+LP+LK
JQCF THROW
JQCF+THROW
JQCFLP+LK
JQCF+LP+LK
J.QCF THROW
J.QCF+THROW
J.QCFLP+LK
J.QCF+LP+LK
GRABBAG
BAG",Air Throw,Invuln. (Throw),"0, 150 xN, 1200 *","(2.5%), 0%, 2.5% xN, 6.6667%",KD,-,14,until ground,60**,-,-,-,-,"- A unqiue techable air grab with a special move input.
- Only a 6f window to throw tech (down from 14f for normal air throws).
- When Cerebella misses, she hits the ground and has the ability to ground tech. If no ground tech is chosen, there is an additional 12 frames of vulnerable recovery and some more additional invulnerable recovery.
- The number of hits before the final hit is determined by the height Grab Bag connects at.",https://wiki.gbl.gg/images/5/57/SG_cer_jqcfthrow_hb.png,https://wiki.gbl.gg/images/c/cd/SG_cer_jqcfthrow_fd.png
CEREBELLA,TUMBLING RUN,"HAMMERFALL
COMMAND RUN
L RUN
M RUN
H RUN
RUN
[4]6K
46K
[4],6K
4,6K
[4]6+K
46+K
[4],6+K
4,6+K
[B]FK
BFK
[B],FK
B,FK
[B]F+K
BF+K
[B],F+K
B,F+K
46LK
46MK
46HK",-,Armor (1 hit),-,3.33%,-,-,1,-,16,-,-,-,-,"- Using the run is faster than her normal dash, but a bit more committal.
- Available followups: Run Stop (LP or LK), Kanchou (MP or MK), Battle Butt (HP or HK), or Pummel Horse (LP+LK).
- Holding a button which corresponds to a follow up while inputting run will execute the follow up the fastest possible way. For example: Inputting run with [4]6HK while holding MK will immediately perform Kanchou.
- Entire duration of the move has a super cancel window.
- The strength of the kick move used determines how long the run will go for before automatically stopping.",https://wiki.gbl.gg/images/a/a1/SG_cer_bfk.png,https://wiki.gbl.gg/images/4/4a/SG_cer_bfhk_fd.png
CEREBELLA,RUN STOP,"HAMMERFALL BREAK
RUN CANCEL
RS
[4]6K~LK
46K~LK
[4],6K~LK
4,6K~LK
[4]6+K~LK
46+K~LK
[4],6+K~LK
4,6+K~LK
[4]6K,LK
46K,LK
[4],6K,LK
4,6K,LK
[4]6+K,LK
46+K,LK
[4],6+K,LK
4,6+K,LK
[B]FK~LK
BFK~LK
[B],FK~LK
B,FK~LK
[B]F+K~LK
BF+K~LK
[B],F+K~LK
B,F+K~LK
[B]FK,LK
BFK,LK
[B],FK,LK
B,FK,LK
[B]F+K,LK
BF+K,LK
[B],F+K,LK
B,F+K,LK
RUNSTOP",-,-,-,0%,-,-,-,-,16,-,-,-,-,"- The first armored frame in the frame data graph is from the first frame of run needed to execute this run follow-up.
- To select as an assist, input [4]6LPLK on the custom assist selection.",https://wiki.gbl.gg/images/2/26/SG_cer_runl.png,https://wiki.gbl.gg/images/6/61/SG_cer_runl_fd.png
CEREBELLA,KANCHOU,"CROSSUP
KANCHO
[4]6K~MK
46K~MK
[4],6K~MK
4,6K~MK
[4]6+K~MK
46+K~MK
[4],6+K~MK
4,6+K~MK
[4]6K,MK
46K,MK
[4],6K,MK
4,6K,MK
[4]6+K,MK
46+K,MK
[4],6+K,MK
4,6+K,MK
[4]6K~[MK]
46K~[MK]
[4],6K~[MK]
4,6K~[MK]
[4]6+K~[MK]
46+K~[MK]
[4],6+K~[MK]
4,6+K~[MK]
[4]6K,[MK]
46K,[MK]
[4],6K,[MK]
4,6K,[MK]
[4]6+K,[MK]
46+K,[MK]
[4],6+K,[MK]
4,6+K,[MK]
[B]FK~MK
BFK~MK
[B],FK~MK
B,FK~MK
[B]F+K~MK
BF+K~MK
[B],F+K~MK
B,F+K~MK
[B]FK,MK
BFK,MK
[B],FK,MK
B,FK,MK
[B]F+K,MK
BF+K,MK
[B],F+K,MK
B,F+K,MK
[B]FK~[MK]
BFK~[MK]
[B],FK~[MK]
B,FK~[MK]
[B]F+K~[MK]
BF+K~[MK]
[B],F+K~[MK]
B,F+K~[MK]
[B]FK,[MK]
BFK,[MK]
[B],FK,[MK]
B,FK,[MK]
[B]F+K,[MK]
BF+K,[MK]
[B],F+K,[MK]
B,F+K,[MK]",Mid,Invuln. (Proj.) (Frame 3),1000 (100),"(2.5%), 13.84%","Wall Bounce (once per combo),
 KD",-25,"2, (at most 28), 8",4,42,17,20,18,-19,"- Cerebella attempts to pass through the opponent as MK is held, and only executes the attack as long as she successfully crosses up.
- The portion of this attack where Cerebella passes through the opponent is also projectile invulnerable.
- Tapping MK will do a feint, where she attempts to crossup but will not perform the move. See ""Kanchou (Feint)"".
- The time it takes to cross up can vary depending on distance and character width. This is especially noticeable on Big Band.
- Using this move for the 2nd time in a combo will result in a regular knockdown.
- The first armored frame in the frame data graph is from the first frame of run needed to execute this run follow-up.
- To select as an assist, input [4]6MPMK on the custom assist selection.",https://wiki.gbl.gg/images/a/a1/SG_cer_runm_hb.png,https://wiki.gbl.gg/images/4/42/SG_cer_runm_fd.png
CEREBELLA,KANCHOU (FEINT),"KANCHOU FEINT
KANCHOU (FAKE)
KANCHOU FAKE
FAKE KANCHOU
FEINT KANCHOU
[4]6K~MK TAP
46K~MK TAP
[4],6K~MK TAP
4,6K~MK TAP
[4]6+K~MK TAP
46+K~MK TAP
[4],6+K~MK TAP
4,6+K~MK TAP
[4]6K,MK TAP
46K,MK TAP
[4],6K,MK TAP
4,6K,MK TAP
[4]6+K,MK TAP
46+K,MK TAP
[4],6+K,MK TAP
4,6+K,MK TAP
[4]6K TAP MK
46K TAP MK
[4],6K TAP MK
4,6K TAP MK
[4]6+K TAP MK
46+K TAP MK
[4],6+K TAP MK
4,6+K TAP MK
[B]FK~MK TAP
BFK~MK TAP
[B],FK~MK TAP
B,FK~MK TAP
[B]F+K~MK TAP
BF+K~MK TAP
[B],F+K~MK TAP
B,F+K~MK TAP
[B]FK,MK TAP
BFK,MK TAP
[B],FK,MK TAP
B,FK,MK TAP
[B]F+K,MK TAP
BF+K,MK TAP
[B],F+K,MK TAP
B,F+K,MK TAP
[B]FK TAP MK
BFK TAP MK
[B],FK TAP MK
B,FK TAP MK
[B]F+K TAP MK
BF+K TAP MK
[B],F+K TAP MK
B,F+K TAP MK",-,Invuln. (Proj.) (Frame 3),-,2.50%,-,-,-,-,43,-,-,-,-,"- The time it takes to cross up can vary depending on distance and character width. This is especially noticeable on Big Band.
- The entire recovery of the feint, after the projectile invulnerable frames, is super cancelable.
- The first armored frame in the frame data graph is from the first frame of run needed to execute this run follow-up.",https://wiki.gbl.gg/images/1/1b/SG_cer_runm.png,https://wiki.gbl.gg/images/d/de/SG_cer_runmfeint_fd.png
CEREBELLA,BATTLE BUTT,"BUTT
BB
[4]6K~HK
46K~HK
[4],6K~HK
4,6K~HK
[4]6+K~HK
46+K~HK
[4],6+K~HK
4,6+K~HK
[4]6K,HK
46K,HK
[4],6K,HK
4,6K,HK
[4]6+K,HK
46+K,HK
[4],6+K,HK
4,6+K,HK
[B]FK~HK
BFK~HK
[B],FK~HK
B,FK~HK
[B]F+K~HK
BF+K~HK
[B],F+K~HK
B,F+K~HK
[B]FK,HK
BFK,HK
[B],FK,HK
B,FK,HK
[B]F+K,HK
BF+K,HK
[B],F+K,HK
B,F+K,HK
BATTLEBUTT
HEADBUTT",Mid,Armor (2 hits),1400 OR 2000* (150 OR 500),"(2.5%), 9.47%",KD,-19,11,8,28,13,16,14 OR 25*,-9,"- A quick attack with 2 hits of armor independent from Tumbling Run
- Cerebella is airborne during the active and recovery frames of the headbutt, making it impossible to cancel to super or to be thrown.
- When the opponent is at 1500 HP or lower: base damage increases to 2000, hitstop increases to 25, chip damage increased to 500, blockstun increased to 23 (-12 OB), launches higher, adds a bonus points visual effect.
- The first armored frame in the frame data graph is from the first frame of run needed to execute this run follow-up.
- To select as an assist, input [4]6HPHK on the custom assist selection.",https://wiki.gbl.gg/images/1/19/SG_cer_runh_hb.png,https://wiki.gbl.gg/images/9/90/SG_cer_runh_fd.png
